Datum;Gemeinde;Geschlecht;Staatsangehoerigkeit;Anzahl;Jahr;Wohnviertel-Name;Wohnviertel-ID
31. Dezember 2023;Basel;M;Bosnien und Herzegowina;47;2023;Matthäus;17
31. Dezember 2023;Basel;W;Belgien;7;2023;Matthäus;17
31. Dezember 2023;Basel;W;Schweden;14;2023;Matthäus;17
31. Dezember 2023;Basel;M;Albanien;6;2023;Matthäus;17
31. Dezember 2023;Basel;M;Argentinien;6;2023;Matthäus;17
31. Dezember 2023;Basel;M;Jamaika;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Japan;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kanada;14;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kongo (Kinshasa);5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Marokko;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Moldova;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Norwegen;6;2023;Matthäus;17
31. Dezember 2023;Basel;M;Palästina;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Peru;4;2023;Matthäus;17
31. Dezember 2023;Basel;M;Rumänien;46;2023;Matthäus;17
31. Dezember 2023;Basel;M;Schweden;13;2023;Matthäus;17
31. Dezember 2023;Basel;M;Schweiz;3737;2023;Matthäus;17
31. Dezember 2023;Basel;M;Somalia;25;2023;Matthäus;17
31. Dezember 2023;Basel;M;Sri Lanka;62;2023;Matthäus;17
31. Dezember 2023;Basel;M;Venezuela;3;2023;Matthäus;17
31. Dezember 2023;Basel;W;Brasilien;52;2023;Matthäus;17
31. Dezember 2023;Basel;W;Griechenland;23;2023;Matthäus;17
31. Dezember 2023;Basel;W;Guinea-Bissau;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Irak;8;2023;Matthäus;17
31. Dezember 2023;Basel;W;Israel;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kenia;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kolumbien;11;2023;Matthäus;17
31. Dezember 2023;Basel;W;Libanon;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Luxemburg;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;Portugal;209;2023;Matthäus;17
31. Dezember 2023;Basel;W;Rumänien;73;2023;Matthäus;17
31. Dezember 2023;Basel;W;Singapur;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Sudan;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Venezuela;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Bolivien;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Dominica;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Eritrea;75;2023;Matthäus;17
31. Dezember 2023;Basel;W;Frankreich;91;2023;Matthäus;17
31. Dezember 2023;Basel;W;Moldova;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Nigeria;3;2023;Matthäus;17
31. Dezember 2023;Basel;W;Senegal;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Slowenien;17;2023;Matthäus;17
31. Dezember 2023;Basel;W;Vietnam;14;2023;Matthäus;17
31. Dezember 2023;Basel;W;Österreich;49;2023;Matthäus;17
31. Dezember 2023;Basel;M;Angola;5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Australien;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Belgien;20;2023;Matthäus;17
31. Dezember 2023;Basel;M;Finnland;4;2023;Matthäus;17
31. Dezember 2023;Basel;M;Griechenland;25;2023;Matthäus;17
31. Dezember 2023;Basel;M;Jemen;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Lettland;5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Mexiko;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Portugal;319;2023;Matthäus;17
31. Dezember 2023;Basel;M;Russland;17;2023;Matthäus;17
31. Dezember 2023;Basel;M;Slowenien;16;2023;Matthäus;17
31. Dezember 2023;Basel;M;Staatenlos;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Vietnam;12;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ägypten;8;2023;Matthäus;17
31. Dezember 2023;Basel;W;Afghanistan;16;2023;Matthäus;17
31. Dezember 2023;Basel;W;Angola;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Australien;3;2023;Matthäus;17
31. Dezember 2023;Basel;W;China;23;2023;Matthäus;17
31. Dezember 2023;Basel;W;Finnland;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;Georgien;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Guinea;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Indien;115;2023;Matthäus;17
31. Dezember 2023;Basel;W;Jordanien;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kongo (Brazzaville);2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Litauen;9;2023;Matthäus;17
31. Dezember 2023;Basel;W;Montenegro;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Pakistan;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Togo;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Uganda;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Indonesien;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Luxemburg;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Slowakei;35;2023;Matthäus;17
31. Dezember 2023;Basel;M;Staat unbekannt oder nicht angegeben;16;2023;Matthäus;17
31. Dezember 2023;Basel;W;Bangladesch;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;Ecuador;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Neuseeland;4;2023;Matthäus;17
31. Dezember 2023;Basel;M;Côte d'Ivoire;4;2023;Matthäus;17
31. Dezember 2023;Basel;M;Guinea;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kosovo;173;2023;Matthäus;17
31. Dezember 2023;Basel;M;Mongolei;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Spanien;249;2023;Matthäus;17
31. Dezember 2023;Basel;M;Tschechien;9;2023;Matthäus;17
31. Dezember 2023;Basel;M;Tunesien;13;2023;Matthäus;17
31. Dezember 2023;Basel;M;Uruguay;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Cabo Verde;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Marokko;9;2023;Matthäus;17
31. Dezember 2023;Basel;W;Norwegen;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Philippinen;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;Russland;21;2023;Matthäus;17
31. Dezember 2023;Basel;W;Spanien;223;2023;Matthäus;17
31. Dezember 2023;Basel;W;Südafrika;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Thailand;28;2023;Matthäus;17
31. Dezember 2023;Basel;M;Armenien;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Bangladesch;9;2023;Matthäus;17
31. Dezember 2023;Basel;M;China;35;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ghana;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Israel;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Italien;475;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kenia;5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kolumbien;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Litauen;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Pakistan;8;2023;Matthäus;17
31. Dezember 2023;Basel;M;Vereinigte Staaten;53;2023;Matthäus;17
31. Dezember 2023;Basel;M;Äthiopien;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Algerien;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Côte d'Ivoire;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Dänemark;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;El Salvador;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Ghana;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Korea (Süd-);11;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kroatien;49;2023;Matthäus;17
31. Dezember 2023;Basel;W;Polen;34;2023;Matthäus;17
31. Dezember 2023;Basel;W;Sambia;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Frankreich;115;2023;Matthäus;17
31. Dezember 2023;Basel;M;Irland;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kamerun;15;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kongo (Brazzaville);2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Neuseeland;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ungarn;43;2023;Matthäus;17
31. Dezember 2023;Basel;M;Vereinigtes Königreich;61;2023;Matthäus;17
31. Dezember 2023;Basel;M;Österreich;48;2023;Matthäus;17
31. Dezember 2023;Basel;W;Belarus;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Bosnien und Herzegowina;43;2023;Matthäus;17
31. Dezember 2023;Basel;W;Bulgarien;40;2023;Matthäus;17
31. Dezember 2023;Basel;W;Estland;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Haiti;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Iran;8;2023;Matthäus;17
31. Dezember 2023;Basel;W;Japan;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kanada;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Lettland;3;2023;Matthäus;17
31. Dezember 2023;Basel;W;Madagaskar;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Mexiko;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Simbabwe;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Staat unbekannt oder nicht angegeben;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Taiwan;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Costa Rica;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ecuador;7;2023;Matthäus;17
31. Dezember 2023;Basel;M;Guatemala;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Indien;127;2023;Matthäus;17
31. Dezember 2023;Basel;M;Iran;15;2023;Matthäus;17
31. Dezember 2023;Basel;M;Libanon;5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Polen;38;2023;Matthäus;17
31. Dezember 2023;Basel;M;Serbien;117;2023;Matthäus;17
31. Dezember 2023;Basel;M;Thailand;9;2023;Matthäus;17
31. Dezember 2023;Basel;M;Türkei;304;2023;Matthäus;17
31. Dezember 2023;Basel;W;Irland;8;2023;Matthäus;17
31. Dezember 2023;Basel;W;Syrien;24;2023;Matthäus;17
31. Dezember 2023;Basel;M;Bolivien;6;2023;Matthäus;17
31. Dezember 2023;Basel;M;Deutschland;758;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kroatien;49;2023;Matthäus;17
31. Dezember 2023;Basel;M;Malaysia;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Nordmazedonien;163;2023;Matthäus;17
31. Dezember 2023;Basel;M;Sudan;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Syrien;38;2023;Matthäus;17
31. Dezember 2023;Basel;M;Togo;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Albanien;9;2023;Matthäus;17
31. Dezember 2023;Basel;W;Argentinien;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Chile;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Dominikanische Republik;20;2023;Matthäus;17
31. Dezember 2023;Basel;W;Italien;354;2023;Matthäus;17
31. Dezember 2023;Basel;W;Niederlande;19;2023;Matthäus;17
31. Dezember 2023;Basel;W;Schweiz;3797;2023;Matthäus;17
31. Dezember 2023;Basel;W;Slowakei;23;2023;Matthäus;17
31. Dezember 2023;Basel;W;Somalia;14;2023;Matthäus;17
31. Dezember 2023;Basel;W;Sri Lanka;59;2023;Matthäus;17
31. Dezember 2023;Basel;W;Tunesien;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Ukraine;77;2023;Matthäus;17
31. Dezember 2023;Basel;M;Bulgarien;48;2023;Matthäus;17
31. Dezember 2023;Basel;M;Dänemark;4;2023;Matthäus;17
31. Dezember 2023;Basel;M;El Salvador;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Eritrea;107;2023;Matthäus;17
31. Dezember 2023;Basel;M;Estland;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Irak;22;2023;Matthäus;17
31. Dezember 2023;Basel;M;Island;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Libyen;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Südafrika;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Afghanistan;55;2023;Matthäus;17
31. Dezember 2023;Basel;M;Algerien;14;2023;Matthäus;17
31. Dezember 2023;Basel;M;Chile;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Dominikanische Republik;17;2023;Matthäus;17
31. Dezember 2023;Basel;M;Gambia;7;2023;Matthäus;17
31. Dezember 2023;Basel;M;Honduras;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kirgisistan;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kuba;5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Liechtenstein;4;2023;Matthäus;17
31. Dezember 2023;Basel;M;Myanmar;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Nepal;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Nicaragua;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Nigeria;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Simbabwe;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Armenien;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Benin;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Deutschland;609;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kamerun;14;2023;Matthäus;17
31. Dezember 2023;Basel;W;Tschechien;15;2023;Matthäus;17
31. Dezember 2023;Basel;W;Türkei;249;2023;Matthäus;17
31. Dezember 2023;Basel;M;Brasilien;23;2023;Matthäus;17
31. Dezember 2023;Basel;M;Cabo Verde;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Georgien;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Korea (Süd-);3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Montenegro;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Niederlande;28;2023;Matthäus;17
31. Dezember 2023;Basel;M;Philippinen;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Singapur;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Taiwan;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Tansania;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Trinidad und Tobago;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ukraine;33;2023;Matthäus;17
31. Dezember 2023;Basel;W;Gambia;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Guatemala;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kirgisistan;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kosovo;143;2023;Matthäus;17
31. Dezember 2023;Basel;W;Liechtenstein;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Malaysia;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Mongolei;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Nordmazedonien;158;2023;Matthäus;17
31. Dezember 2023;Basel;W;Peru;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;Serbien;125;2023;Matthäus;17
31. Dezember 2023;Basel;W;Ungarn;33;2023;Matthäus;17
31. Dezember 2023;Basel;W;Vereinigte Staaten;53;2023;Matthäus;17
31. Dezember 2023;Basel;W;Vereinigtes Königreich;44;2023;Matthäus;17
31. Dezember 2023;Basel;W;Äthiopien;5;2023;Matthäus;17
